timestamp,station_id,temperature,pressure,humidity
2026-09-01 00:00:00,AWS-001,25.248357076505616,1009.7974465175076,58.27301279007013
2026-09-01 00:15:00,AWS-001,25.45409288325555,1010.0220825644288,58.956546083669686
2026-09-01 00:30:00,AWS-001,26.36805380681076,1009.8930802821603,58.07814086078812
2026-09-01 00:45:00,AWS-001,27.32223750433304,1010.1036458217674,58.018905861444885
2026-09-01 01:00:00,AWS-001,26.9534756734585,1009.6929679843539,53.383997596900535
2026-09-01 01:15:00,AWS-001,27.454447243950703,1010.3897790590011,56.36354256814724
2026-09-01 01:30:00,AWS-001,28.85107386667441,1010.390542286641,48.8509652513181
2026-09-01 01:45:00,AWS-001,28.922026886328464,1010.2090259367483,52.10590054198737
2026-09-01 02:00:00,AWS-001,28.765262807032524,1010.7154117907348,51.52345231509691
2026-09-01 02:15:00,AWS-001,29.7158418859498,1010.8618403957969,52.93310015684845
2026-09-01 02:30:00,AWS-001,29.638382585663532,1010.1606109712957,50.913840270222934
2026-09-01 02:45:00,AWS-001,30.04190164401542,1010.4756826622727,47.29868666578639
2026-09-01 03:00:00,AWS-001,30.777835385275395,1010.5346241597939,47.423412030567754
2026-09-01 03:15:00,AWS-001,30.05807833750292,1010.543443129276,49.119762906910154
2026-09-01 03:30:00,AWS-001,30.48436780607336,1011.1334198330176,47.941565211902365
2026-09-01 03:45:00,AWS-001,31.37061313379987,1010.8846456320202,46.36970759619033
2026-09-01 04:00:00,AWS-001,31.421787670108294,1010.9206455476068,46.04795136420946
2026-09-01 04:15:00,AWS-001,32.33210559855914,1010.4549769919787,47.939244871328256
2026-09-01 04:30:00,AWS-001,31.93702422232969,1011.301765875102,45.10642186659227
2026-09-01 04:45:00,AWS-001,31.869289185293198,1010.7931778752795,45.61986556951527
2026-09-01 05:00:00,AWS-001,33.46023099477332,1011.2355026470973,49.85098578182506
2026-09-01 05:15:00,AWS-001,32.73339409298258,1011.3519996497148,42.440855520183696
2026-09-01 05:30:00,AWS-001,32.96532299333444,1011.7268892089518,41.42464161624353
2026-09-01 05:45:00,AWS-001,32.2704972928021,1010.97453848431,46.59929548101817
2026-09-01 06:00:00,AWS-001,32.72780863773741,1010.5083599156269,43.64271387741179
2026-09-01 06:15:00,AWS-001,33.038332680763766,1011.5148830088217,44.39564109593571
2026-09-01 06:30:00,AWS-001,32.35606210227934,1012.0438329694113,43.56601432313062
2026-09-01 06:45:00,AWS-001,33.03413125239868,1011.9177048126073,44.76862051241651
2026-09-01 07:00:00,AWS-001,32.427087265353144,1011.6496045051648,48.70818882985666
2026-09-01 07:15:00,AWS-001,32.4295941610642,1011.4782025134936,47.40030497480966
2026-09-01 07:30:00,AWS-001,32.0901829539756,1011.9050760035963,47.86625403610465
2026-09-01 07:45:00,AWS-001,33.101121024515976,1011.4063405031419,43.71445476542438
2026-09-01 08:00:00,AWS-001,31.921454617906544,1011.8749581383757,44.70731147012768
2026-09-01 08:15:00,AWS-001,31.122901433942413,1011.9154835764467,41.84979849649097
2026-09-01 08:30:00,AWS-001,31.758099178381478,1012.111808455315,46.48093825346596
2026-09-01 08:45:00,AWS-001,30.40429663484631,1012.6496256615158,50.635809260586655
2026-09-01 09:00:00,AWS-001,30.76128604699476,1011.9654838551762,50.427291313698525
2026-09-01 09:15:00,AWS-001,29.294931458860663,1011.7191227658024,49.66678624759472
2026-09-01 09:30:00,AWS-001,29.20599840762055,1011.8861879653326,50.82397799743308
2026-09-01 09:45:00,AWS-001,29.542992482091382,1011.3831578999977,50.28867541955515
2026-09-01 10:00:00,AWS-001,29.36923328999771,1011.7234377132514,52.90951776480356
2026-09-01 10:15:00,AWS-001,28.623993662346997,1011.8249692271207,54.897426205676204
2026-09-01 10:30:00,AWS-001,28.0036433177266,1011.804344041426,51.0279749397027
2026-09-01 10:45:00,AWS-001,27.420963874630647,1012.01899312578,55.777703396127265
2026-09-01 11:00:00,AWS-001,26.331291365636456,1011.7361637430329,57.982584065371526
2026-09-01 11:15:00,AWS-001,26.20080047193167,1012.3266786535418,56.243444591831334
2026-09-01 11:30:00,AWS-001,25.81389015228052,1011.9957799659527,59.44350834094039
2026-09-01 11:45:00,AWS-001,26.051786146950604,1011.9961390786112,64.64826195049295
2026-09-01 12:00:00,AWS-001,25.17180914478423,1011.9016315850462,59.79131441402622
2026-09-01 12:15:00,AWS-001,23.59525488847749,1012.0454863801104,61.76766103846279
2026-09-01 12:30:00,AWS-001,24.117832446936987,1012.2432473258775,60.48177871597799
2026-09-01 12:45:00,AWS-001,23.24673628366282,1011.7302303886312,63.28885715544602
2026-09-01 13:00:00,AWS-001,22.59098663902686,1011.7854547760251,64.80282892650241
2026-09-01 13:15:00,AWS-001,22.734322421995145,1011.8821688555367,65.21127666008769
2026-09-01 13:30:00,AWS-001,22.454032302327263,1011.5578092837644,63.700860846058625
